"","Player","Squad","Comp","Age","DOB","TmPos","Nation","player_num","player_foot","player_height_mtrs","player_market_value_euro","Season_End_Year","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast.x","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.x","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url","PlayerFBref","UrlTmarkt"
"1919","Nahuel Noll","Hoffenheim","Bundesliga",21,2003-03-17,"Goalkeeper","GER","36","both","1.9",5e+05,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c7d84763/Nahuel-Noll","Nahuel Noll","https://www.transfermarkt.com/nahuel-noll/profil/spieler/600942"
"1920","Nahuel Tenaglia","Alavés","La Liga",28,1996-02-21,"Right-Back","ARG","14","right","1.81",2e+06,2024,25,11,1141,12.7,1,0,1,1,0,0,5,0,0.6,0.6,0.5,1.2,17,45,24,0.08,0,0.08,0.08,0.08,0.05,0.04,0.09,0.05,0.09,12.7,1,8,1,12.5,0.63,0.08,0.13,1,14.1,0,0,0,0.08,0.4,0.4,330,454,72.7,6427,3084,121,144,84,166,203,81.8,39,84,46.4,0.5,0.7,-0.5,6,33,6,3,45,454,384,67,13,1,3,17,54,0,0,0,0,330,3,13,24,1.89,19,2,0,0,1,2,2,0.16,1,0,0,0,1,0,29,19,22,4,3,16,28,57.1,12,14,8,6,12,41,59,0,604,84,275,251,85,13,604,14,7,50,2,14.3,247,1662,1020,17,10,1,6,5,268,24,46,33.4,11,85,9,14,14,9,1.48,15,19,-4,-0.32,-0.08,16.1,16.8,-0.7,-0.05,0,13,14,2,17,19,0,0,0,47,25,18,58.1,"https://fbref.com/en/players/66654daa/Nahuel-Tenaglia","Nahuel Tenaglia","https://www.transfermarkt.com/nahuel-tenaglia/profil/spieler/533568"
"1921","Nampalys Mendy","Lens","Ligue 1",32,1992-06-23,"Defensive Midfield","SEN","26","right","1.68",3e+06,2024,16,13,1052,11.7,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,21,84,13,0,0.09,0.09,0,0.09,0.02,0.09,0.11,0.02,0.11,11.7,0,7,2,28.6,0.6,0.17,0,0,26.5,0,0,0,0.03,-0.2,-0.2,577,653,88.4,9505,2648,271,292,92.8,248,273,90.8,43,64,67.2,1.1,1.7,-0.1,9,68,12,2,84,653,637,14,13,3,3,7,1,0,0,0,0,577,2,4,23,1.97,19,0,1,1,0,2,5,0.43,3,0,0,1,0,1,29,18,10,13,6,16,20,80,4,11,4,7,14,43,14,1,769,16,132,510,138,2,769,9,3,33.3,6,66.7,601,3222,1377,21,30,1,11,4,541,13,66,34.4,13,77,5,3,16,8,1.69,15,10,5,0.43,0.29,21.3,13.6,7.7,0.66,0,16,25,0,7,18,0,0,0,91,10,5,66.7,"https://fbref.com/en/players/1598599e/Nampalys-Mendy","Nampalys Mendy","https://www.transfermarkt.com/nampalys-mendy/profil/spieler/111051"
"1922","Naouirou Ahamada","Crystal Palace","Premier League",22,2002-03-29,"Defensive Midfield","FRA","29","right","1.83",8e+06,2024,20,0,349,3.9,0,0,0,0,0,0,4,1,0.5,0.5,0,0.5,19,25,20,0,0,0,0,0,0.13,0.01,0.13,0.13,0.13,3.9,0,9,2,22.2,2.32,0.52,0,0,20.4,0,0,0,0.05,-0.5,-0.5,150,187,80.2,2455,628,76,89,85.4,59,69,85.5,10,14,71.4,0,0.1,0,1,12,0,0,25,187,183,4,1,0,0,6,2,0,0,0,0,150,0,8,9,2.3,9,0,0,0,0,0,3,0.77,3,0,0,0,0,0,13,9,5,6,2,8,17,47.1,9,3,0,3,2,15,4,0,240,6,46,123,75,8,240,13,7,53.8,5,38.5,150,1018,486,19,8,4,8,11,169,20,17,10.2,0,0,0,20,17,14,0.85,13,14,-1,-0.26,-0.26,10,8.6,1.4,0.35,1,9,6,1,6,9,0,0,0,30,3,3,50,"https://fbref.com/en/players/a6c58494/Naouirou-Ahamada","Naouirou Ahamada","https://www.transfermarkt.com/naouirou-ahamada/profil/spieler/538971"
"1923","Natan","Napoli","Serie A",23,2001-02-06,"Centre-Back","BRA","3","left","1.88",1.2e+07,2024,14,11,952,10.6,0,0,0,0,0,0,3,1,0.4,0.4,0.1,0.5,15,34,11,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,10.6,0,6,1,16.7,0.57,0.09,0,0,14.1,0,0,0,0.07,-0.4,-0.4,581,666,87.2,10893,2971,219,230,95.2,298,320,93.1,61,103,59.2,0.1,0.2,-0.1,4,35,5,1,34,666,619,46,22,0,7,5,24,0,0,0,0,581,1,6,9,0.85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10,3,1,5,10,50,5,12,9,3,8,22,32,0,756,70,327,384,50,8,756,5,2,40,2,40,470,2769,1512,15,7,0,10,1,552,11,68,27.8,11,80,5,3,26,19,1.5,17,15,2,0.19,0.01,19.4,12.9,6.6,0.62,1,13,6,0,5,10,0,0,0,39,25,23,52.1,"https://fbref.com/en/players/94bccc82/Natan","Natan","https://www.transfermarkt.com/natan/profil/spieler/735568"
"1924","Nathan Aké","Manchester City","Premier League",29,1995-02-18,"Centre-Back","NED","6","left","1.8",4e+07,2024,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,22.7,2,20,5,25,0.88,0.22,0.1,0.4,10.8,0,0,0,0.12,-0.5,-0.5,1716,1864,92.1,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,1.2,1.1,0.8,10,148,5,1,116,1864,1744,118,32,1,3,11,81,0,0,0,0,1716,2,14,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,26,16,15,8,3,13,20,65,7,17,2,15,14,40,54,0,2026,105,634,1116,281,38,2026,10,5,50,3,30,1280,6039,3501,24,43,1,8,2,1507,18,70,59.7,24,83,19,5,12,6,2.38,55,20,35,1.54,-0.22,43.8,21.6,22.2,0.98,0,10,18,0,11,16,0,0,0,119,46,28,62.2,"https://fbref.com/en/players/eaeca114/Nathan-Ake","Nathan Aké","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476"
"1925","Nathan Collins","Brentford","Premier League",23,2001-04-30,"Centre-Back","IRL","22","right","1.93",2.5e+07,2024,32,29,2652,29.5,1,1,2,1,0,0,3,0,1.7,1.7,2.2,3.9,11,97,18,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13,29.5,1,10,2,20,0.34,0.07,0.1,0.5,9.9,0,0,0,0.17,-0.7,-0.7,1261,1552,81.3,23470,8772,462,528,87.5,660,757,87.2,116,214,54.2,2.2,1.1,-1.2,11,78,6,0,97,1552,1423,123,46,2,13,4,74,0,0,0,0,1261,6,16,24,0.81,22,0,0,1,0,1,2,0.07,2,0,0,0,0,0,38,20,24,12,2,19,29,65.5,10,46,30,16,44,82,141,4,1879,305,1049,696,140,48,1879,17,11,64.7,2,11.8,999,4658,2636,11,15,0,22,13,1126,18,83,77.5,29,90,28,3,18,1,1.13,47,51,-4,-0.14,0.45,47.5,41.9,5.6,0.19,0,12,23,3,4,20,0,0,0,136,73,35,67.6,"https://fbref.com/en/players/a8c19eb8/Nathan-Collins","Nathan Collins","https://www.transfermarkt.com/nathan-collins/profil/spieler/469050"
"1926","Nathan Fraser","Wolves","Premier League",19,2005-02-22,"Centre-Forward","IRL","-","right","1.88",1e+06,2024,7,1,186,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,2,21,0,0,0,0,0,0.16,0.04,0.19,0.16,0.19,2.1,0,3,2,66.7,1.45,0.97,0,0,16.6,0,0,0,0.11,-0.3,-0.3,33,42,78.6,380,45,24,27,88.9,7,10,70,0,0,0,0.1,0.1,-0.1,2,0,2,0,2,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3,6,2.92,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,2,1,2,1,3,33.3,2,2,1,1,1,6,2,0,62,4,10,28,25,5,62,0,0,0,0,0,32,88,22,1,1,1,4,2,39,21,27,5.4,1,76,0,6,18,13,0.57,4,3,1,0.48,0.93,2.8,3.3,-0.5,-0.22,0,5,3,0,0,2,0,0,0,8,3,9,25,"https://fbref.com/en/players/00b77ecf/Nathan-Fraser","Nathan Fraser","https://www.transfermarkt.com/nathan-fraser/profil/spieler/863741"
"1927","Nathan Ngoumou","Gladbach","Bundesliga",24,2000-03-14,"Right Winger","CMR","19","right","1.85",5e+06,2024,32,14,1385,15.4,5,2,7,5,0,0,1,0,3.8,3.8,1.7,5.5,52,47,150,0.32,0.13,0.45,0.32,0.45,0.24,0.11,0.35,0.24,0.35,15.4,5,31,11,35.5,2.01,0.71,0.16,0.45,15.8,0,0,0,0.12,1.2,1.2,329,445,73.9,4312,1007,206,255,80.8,87,115,75.7,16,27,59.3,1.7,2.9,0.3,16,9,17,4,47,445,425,16,4,0,2,28,7,1,0,0,0,329,4,9,42,2.73,27,0,8,4,3,0,4,0.26,3,0,0,1,0,0,37,22,17,18,2,16,34,47.1,18,22,0,22,5,42,17,1,652,19,102,253,306,68,652,58,20,34.5,32,55.2,403,2906,1385,52,38,25,32,14,460,150,43,45.3,14,70,0,18,23,2,0.94,27,31,-4,-0.26,0.12,21.7,25,-3.3,-0.21,0,13,18,6,28,22,0,1,0,62,9,34,20.9,"https://fbref.com/en/players/e110ea4b/Nathan-NGoumou","Nathan N'Goumou","https://www.transfermarkt.com/nathan-ngoumou/profil/spieler/629588"
"1928","Nathan Patterson","Everton","Premier League",22,2001-10-16,"Right-Back","SCO","2","right","1.89",1.5e+07,2024,20,9,1005,11.2,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2,17,38,39,0,0.18,0.18,0,0.18,0.03,0.15,0.18,0.03,0.18,11.2,0,4,0,0,0.36,0,0,0,20.9,0,0,0,0.08,-0.3,-0.3,393,550,71.5,6185,2761,219,252,86.9,124,182,68.1,38,86,44.2,1.7,1,0.3,8,30,14,6,38,550,439,110,1,1,1,32,109,0,0,0,0,393,1,13,20,1.79,14,3,0,1,0,2,2,0.18,2,0,0,0,0,0,34,24,21,11,2,14,37,37.8,23,14,3,11,9,43,33,0,677,49,199,275,209,9,677,18,7,38.9,10,55.6,291,1263,642,17,14,4,19,6,338,39,50,29.4,9,87,8,11,20,12,1.05,12,21,-9,-0.81,-0.73,17.4,19.9,-2.5,-0.22,0,18,5,1,32,24,0,0,0,60,7,10,41.2,"https://fbref.com/en/players/230f0471/Nathan-Patterson","Nathan Patterson","https://www.transfermarkt.com/nathan-patterson/profil/spieler/424015"
"1929","Nathan Redmond","Burnley","Premier League",30,1994-03-06,"Left Winger","ENG","15","right","1.73",5e+06,2024,12,0,142,1.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,7,8,22,0,0,0,0,0,0,0.19,0.19,0,0.19,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4,0.3,0.4,-0.3,3,3,4,1,8,73,71,0,0,0,1,3,0,0,0,0,0,48,2,1,8,5.07,6,0,1,0,1,0,1,0.63,1,0,0,0,0,0,2,1,0,0,2,1,4,25,3,1,0,1,0,2,3,0,88,3,10,31,50,9,88,6,4,66.7,2,33.3,57,435,291,7,5,1,1,2,67,22,12,4.2,0,0,0,12,12,3,0.58,2,5,-3,-1.9,-0.97,2.7,3.8,-1.1,-0.68,0,4,2,2,3,1,0,0,0,6,1,1,50,"https://fbref.com/en/players/ab651565/Nathan-Redmond","Nathan Redmond","https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078"
"1930","Nathan Tella","Leverkusen","Bundesliga",24,1999-07-05,"Right Winger","NGA","19","right","1.73",2.3e+07,2024,24,8,819,9.1,5,2,7,5,0,0,2,0,3.5,3.5,3.2,6.7,35,28,114,0.55,0.22,0.77,0.55,0.77,0.38,0.35,0.73,0.38,0.73,9.1,5,21,11,52.4,2.31,1.21,0.24,0.45,15.1,0,0,0,0.17,1.5,1.5,279,351,79.5,3946,979,175,195,89.7,86,107,80.4,8,23,34.8,3.2,2.9,-1.2,14,9,18,5,28,351,323,28,0,1,4,27,27,1,0,0,0,279,0,14,36,3.96,25,1,1,2,7,0,6,0.66,4,0,0,0,2,0,13,8,6,5,2,5,10,50,5,10,0,10,3,16,8,0,482,7,56,152,279,60,482,43,7,16.3,30,69.8,296,1791,970,35,15,16,18,15,340,114,34,26.8,8,73,1,16,15,8,2.75,24,2,22,2.42,0.69,20.9,6.3,14.6,1.61,0,11,18,4,27,8,2,0,0,30,5,9,35.7,"https://fbref.com/en/players/f1e94cd6/Nathan-Tella","Nathan Tella","https://www.transfermarkt.com/nathan-tella/profil/spieler/340322"
"1931","Nathan Zézé","Nantes","Ligue 1",19,2005-06-18,"Centre-Back","FRA","44","left","1.9",5e+06,2024,13,11,1022,11.4,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,30,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,11.4,0,3,0,0,0.26,0,0,0,16.9,0,0,0,0.11,-0.3,-0.3,407,481,84.6,7796,2854,133,152,87.5,234,255,91.8,35,65,53.8,0,0.1,0,0,22,1,0,30,481,471,10,8,0,2,1,2,0,0,0,0,407,0,4,1,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,6,9,2,0,7,14,50,7,12,3,9,12,23,47,1,580,65,298,273,9,3,580,0,0,0,0,0,399,2126,1219,1,2,0,4,0,369,2,79,33.4,11,88,10,2,26,10,0.77,6,21,-15,-1.32,-0.88,10.1,16.2,-6.1,-0.54,0,8,7,0,1,6,0,0,0,36,17,12,58.6,"https://fbref.com/en/players/fb4c5b6e/Nathan-Zeze","Nathan Zeze","https://www.transfermarkt.com/nathan-zeze/profil/spieler/923832"
"1932","Nathanaël Mbuku","Augsburg","Bundesliga",22,2002-03-16,"Left Winger","COD","34","left","1.7",2e+06,2024,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,4,0,0,0,0,0,0.56,0.69,1.25,0.56,1.25,0.1,0,1,0,0,18,0,0,0,23.7,0,0,0,0.03,0,0,6,7,85.7,62,16,5,6,83.3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0,4,6,1,10,1,0,0,1,100,9,67,51,1,0,1,0,0,9,4,5,0.2,0,0,0,1,5,5,0,0,0,0,0,0.29,0.1,0.2,-0.1,-2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/46750e9c/Nathanael-Mbuku","Nathanael Mbuku","https://www.transfermarkt.com/nathanael-mbuku/profil/spieler/557614"
"1933","Nathaniel Adjei","Lorient","Ligue 1",21,2002-08-21,"Centre-Back","GHA","32","right","1.91",2500000,2024,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,10,34,4,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,13.8,0,4,0,0,0.29,0,0,0,8.3,0,0,0,0.09,-0.4,-0.4,578,669,86.4,10635,4097,216,246,87.8,294,323,91,52,73,71.2,0.1,0.5,-0.1,3,38,1,0,34,669,628,40,27,0,3,2,11,0,0,0,0,578,1,5,11,0.8,8,0,0,0,1,2,0,0,0,0,0,0,0,0,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,811,94,374,397,46,10,811,5,4,80,1,20,554,3506,1609,10,12,0,12,5,511,4,83,40.6,14,88,13,1,12,0,0.93,15,27,-12,-0.87,-0.32,15.8,23.6,-7.8,-0.56,0,10,12,2,2,9,0,0,0,60,30,22,57.7,"https://fbref.com/en/players/c55de1f5/Nathaniel-Adjei","Nathaniel Adjei","https://www.transfermarkt.com/nathaniel-adjei/profil/spieler/646829"
"1934","Nathaniel Clyne","Crystal Palace","Premier League",33,1991-04-05,"Right-Back","ENG","17","right","1.75",1500000,2024,19,14,1338,14.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,10,33,18,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,14.9,0,4,0,0,0.27,0,0,0,22.5,0,0,0,0.05,-0.2,-0.2,495,600,82.5,7555,3021,266,288,92.4,191,224,85.3,28,54,51.9,0.2,0.2,-0.2,3,33,4,2,33,600,539,58,3,0,0,9,55,0,0,0,0,495,3,16,8,0.54,6,0,0,1,0,1,1,0.07,0,0,0,1,0,0,24,15,11,11,2,14,21,66.7,7,18,6,12,10,34,33,0,722,40,273,323,131,7,722,16,8,50,6,37.5,326,1435,658,10,12,1,13,0,412,18,70,39.1,14,87,10,5,24,18,1.53,31,16,15,1.01,1.7,21.5,20.9,0.6,0.04,0,6,3,0,9,15,0,0,0,50,13,8,61.9,"https://fbref.com/en/players/0442183b/Nathaniel-Clyne","Nathaniel Clyne","https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177"
"1935","Nayef Aguerd","West Ham","Premier League",28,1996-03-30,"Centre-Back","MAR","27","left","1.9",3.5e+07,2024,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,20.6,1,14,3,21.4,0.68,0.15,0.07,0.33,10.8,0,0,0,0.11,-0.5,-0.5,943,1177,80.1,19870,8804,335,360,93.1,452,493,91.7,143,297,48.1,0.3,0.4,-0.3,4,74,2,0,68,1177,1100,75,55,1,29,5,6,0,0,0,0,943,2,5,14,0.68,12,1,0,1,0,0,0,0,0,0,0,0,0,0,26,14,19,7,0,16,22,72.7,6,33,24,9,17,43,85,2,1373,187,709,618,50,21,1373,5,3,60,2,40,861,4211,2388,10,8,0,10,2,912,3,88,54.3,21,88,19,0,0,4,1.19,26,44,-18,-0.87,-1.1,25,38.2,-13.2,-0.64,1,10,6,0,5,14,0,1,0,102,48,32,60,"https://fbref.com/en/players/288e1e13/Nayef-Aguerd","Nayef Aguerd","https://www.transfermarkt.com/nayef-aguerd/profil/spieler/361914"
"1936","Neal Maupay","Brentford & Everton","Premier League",27,1996-08-14,"Centre-Forward","FRA","7","right","1.71",1.2e+07,2024,31,14,1432,15.9,6,3,9,6,0,0,8,0,7.1,7.1,2.4,9.6,22,37,97,0.41,0.2,0.61,0.41,0.61,1.55,0.21,1.77,1.55,1.77,15.9,6,42,18,117.8,6.57,4.19,0.16,0.43,27.8,1,0,0,0.45,-1.1,-1.1,304,418,156.5,4355,927,184,221,175,74,106,156.9,24,33,171.9,2.4,2.2,0.6,16,17,17,2,37,418,385,31,6,5,3,8,10,1,0,0,0,304,2,29,43,5.13,34,0,2,6,0,1,5,0.34,5,0,0,0,0,0,10,7,4,5,1,3,14,23.1,11,13,0,13,2,12,4,0,572,7,60,242,281,79,572,33,9,27.3,20,60.6,315,1510,605,22,24,13,34,27,407,97,102,41.8,14,154,5,17,55,3,0.97,24,37,-13,-2.37,-2.22,26.9,26.6,0.3,1.01,0,20,26,6,8,7,0,0,0,64,14,43,25.5,"https://fbref.com/en/players/4bcf39f6/Neal-Maupay","Neal Maupay","https://www.transfermarkt.com/neal-maupay/profil/spieler/217115"
"1937","Neco Williams","Nott'ham Forest","Premier League",23,2001-04-13,"Right-Back","WAL","7","right","1.83",1.7e+07,2024,26,18,1637,18.2,0,1,1,0,0,0,4,0,0.8,0.8,1.6,2.5,48,47,86,0,0.05,0.05,0,0.05,0.04,0.09,0.13,0.04,0.13,18.2,0,15,4,26.7,0.82,0.22,0,0,18.9,0,0,0,0.05,-0.8,-0.8,519,785,66.1,8061,3375,287,331,86.7,185,288,64.2,32,99,32.3,1.6,1.7,-0.6,11,43,17,11,47,785,642,138,18,0,2,68,115,4,0,4,0,519,5,34,31,1.7,23,1,1,4,1,1,4,0.22,3,0,1,0,0,0,69,40,42,18,9,35,56,62.5,21,44,13,31,22,91,53,0,1080,71,378,422,298,30,1080,44,19,43.2,18,40.9,496,3101,1631,48,24,6,38,27,526,86,63,47.9,18,85,14,8,13,5,0.92,23,33,-10,-0.55,-0.15,25.6,22.9,2.7,0.15,0,23,30,4,68,40,0,0,0,107,31,20,60.8,"https://fbref.com/en/players/dd323728/Neco-Williams","Neco Williams","https://www.transfermarkt.com/neco-williams/profil/spieler/503680"
"1938","Nedim Bajrami","Sassuolo","Serie A",25,1999-02-28,"Attacking Midfield","ALB","11","right","1.79",4500000,2024,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51,49,70,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33,14.6,2,32,9,28.1,2.2,0.62,0.06,0.22,21.8,3,0,0,0.08,-0.5,-0.5,330,460,71.7,5347,1538,154,186,82.8,134,174,77,25,63,39.7,2.2,1.6,-0.2,22,16,15,2,49,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12,50,3.44,30,10,3,5,1,1,6,0.41,4,1,0,1,0,0,13,6,6,3,4,5,13,38.5,8,5,1,4,6,19,8,0,583,9,69,213,318,43,583,31,17,54.8,13,41.9,310,2647,1390,51,25,11,27,11,355,70,47,38.3,15,66,1,13,24,8,0.82,20,35,-15,-1.03,-0.31,15.6,29.1,-13.5,-0.93,0,12,6,3,78,6,0,0,0,57,2,11,15.4,"https://fbref.com/en/players/f42d6c13/Nedim-Bajrami","Nedim Bajrami","https://www.transfermarkt.com/nedim-bajrami/profil/spieler/390177"
"1939","Nehuén Pérez","Udinese","Serie A",24,2000-06-24,"Centre-Back","ARG","18","right","1.86",1.3e+07,2024,36,36,3238,36,0,0,0,0,0,0,9,1,1.3,1.3,0.2,1.5,28,119,24,0,0,0,0,0,0.04,0,0.04,0.04,0.04,36,0,20,2,10,0.56,0.06,0,0,12.3,0,0,0,0.07,-1.3,-1.3,1267,1599,79.2,24513,9872,481,540,89.1,617,713,86.5,155,303,51.2,0.2,0.4,-0.2,7,114,8,3,119,1599,1386,209,94,1,29,19,107,0,0,0,0,1267,4,11,39,1.08,34,1,1,3,0,0,5,0.14,5,0,0,0,0,0,72,48,42,28,2,39,48,81.3,9,53,26,27,45,117,158,1,1991,249,947,939,133,29,1991,15,9,60,5,33.3,998,4824,2854,28,21,1,18,6,1061,24,90,94.7,36,90,34,0,0,0,1,36,49,-13,-0.36,1.12,37.9,47,-9.1,-0.25,1,34,17,0,19,48,0,1,0,164,81,44,64.8,"https://fbref.com/en/players/f7c491f1/Nehuen-Perez","Nehuén Pérez","https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693"
"1940","Neil El Aynaoui","Lens","Ligue 1",22,2001-07-02,"Central Midfield","FRA","23","right","1.85",8e+06,2024,25,17,1566,17.4,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,25,59,44,0.06,0.11,0.17,0.06,0.17,0.14,0.05,0.19,0.14,0.19,17.4,1,22,8,36.4,1.26,0.46,0.05,0.13,16,0,0,0,0.11,-1.4,-1.4,576,670,86,8486,2193,302,344,87.8,209,230,90.9,25,43,58.1,0.8,0.9,1.2,16,66,10,1,59,670,660,9,8,2,0,7,1,0,0,0,0,576,1,6,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0,37,20,13,20,4,20,46,43.5,26,20,6,14,32,69,21,1,877,40,169,526,193,39,877,39,15,38.5,16,41,646,3426,1271,25,21,1,27,16,580,44,63,51.2,17,84,8,8,18,1,1.76,26,16,10,0.57,0.7,27.4,26.5,0.9,0.05,0,21,40,1,7,20,1,0,0,94,15,16,48.4,"https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui","Neil El Aynaoui","https://www.transfermarkt.com/neil-el-aynaoui/profil/spieler/901019"
